"","Vacancy Name","City","Salary Min","Salary Max","Company Name","Date","Expierence","Employment","Schedule","Description","Responsibility","Requirement","Key Skills","Days","Class","Class (predicted)"
551,"системный аналитик","Не указан",102500.0,200000.0,"Bell Integrator","2020-11-09T10:37:43+0300","От 1 года до 3 лет","Полная занятость","Удаленная работа","<p>На текущий момент мы расширяем команды на проекты для одного из крупнейших банков страны. Суть проекта: постепенный перенос интеграционных взаимодействий с шины SAP PI наброкер сообщений (Rabbit MQ/Active MQ/Kafka – решение в настоящий момент выбирается)</p> <p><strong>Обязанности:</strong></p> <p>-Участие в подготовке Бизнес-Требований (в качестве ИТ-эксперта)</p> <p>-Взаимодействие с Заказчиком;</p> <p>-Анализ Бизнес-Требований, управление процессами согласования БТ;</p> <p>-Разработка ТЗ на реализацию, управление процессами согласования ТЗ, контроль процесса разработки, передача в тестирование;</p> <p>-Участие (в качестве системного аналитика) в доработке фронт-офисного и бэк-офисного ПО</p> <p>-Участие в разработке тест-кейсов, взаимодействие с группой тестирования, участие во внутреннем тестировании;</p> <strong>Требования:</strong>​​​​​​​ <p>-Опыт работы системным аналитиком в IT-компании/Финансовой сфере (от 3-x лет)</p> <p>-Навыки разработки ТЗ, проектной документации</p> <p>-Понимание принципов работы Enterprise архитектуры (микросервисы, балансировка запросов, ESB, REST/SOAP)</p> <p>-Знание основных технологий и протоколов, применяемых при разработке ПО</p> <p>-Понимание принципов работы с СУБД, способность формировать простые SQL-запросы</p> <p><strong>Условия:</strong></p> <p>-Конкурентную заработную плату (по итогам технического интервью);</p> <p>-Оформление в соответствии с ТК РФ;</p> <p>-Работа в дружной и профессиональной команде;</p> <p>-Есть возможность работать удаленно</p>","Участие в подготовке Бизнес-Требований (в качестве ИТ-эксперта). -Взаимодействие с Заказчиком. -Анализ Бизнес-Требований, управление процессами согласования БТ. -","Опыт работы системным аналитиком в IT-компании/Финансовой сфере (от 3-x лет). -Навыки разработки ТЗ, проектной документации. -","SQL;MS SQL;Бизнес-анализ;UML;Системный анализ",19,"Аналитик","Аналитик"
552,"системный аналитик","Казань",70000.0,90000.0,"Maxima","2020-11-09T11:51:40+0300","От 1 года до 3 лет","Полная занятость","Полный день","<p>Компания MAXIMA работает с 2008 года. Мы занимаемся разработкой IT-направлений, продвижением (маркетинг, PR), back office (техническая поддержка, работа с репутацией). Наши специалисты знают, какой стек технологий выбрать для простых задач, а какой лучше реализовать с масштабным проектом. Мы свободно «разговариваем» на любых языках программирования и пишем красивый код!</p> <p><strong>Обязанности:</strong></p> <ul> <li>Сбор и анализ требований;</li> <li>Формализация и документирование требований;</li> <li>Проектирование пользовательских интерфейсов;</li> <li>Постановка задач для разработки;</li> <li>Работа с проектной командой (разработчики, дизайнеры);</li> <li>Проведение презентаций с результатами работы для руководства;</li> <li>Контроль исполнения в ходе реализации;</li> <li>Приемка выполненных работ;</li> <li>Консультирование по проектам.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Опыт работы аналитиком в IT сфере от 2 лет;</p> </li> <li> <p>Аналитический склад ума;</p> </li> <li> <p>Навык постановки задач;</p> </li> <li> <p>Навык планирования: работ по проекту, своей работы;</p> </li> <li> <p>Приоритизация;</p> </li> <li> <p>Способность работать в команде и самостоятельно;</p> </li> <li> <p>Умение представлять и защищать результат работы;</p> </li> <li> <p>Навыки работы с:</p> <p>– инструментами построения диаграмм;</p> <p>– инструментами отрисовки макетов интерфейсов;</p> <p>– БД: умение разбираться в архитектуре, писать простые запросы;</p> <p>– JIRA, Confluence.</p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Оформление по ТК РФ;</li> <li> <p>Стабильная и достойная заработная плата, соответствующая скиллам;</p> </li> <li> <p>График работы: 5/2 с гибким началом рабочего дня с 08:00 до 10:00;</p> </li> <li>Приятный релокационный пакет для специалистов из других городов.</li> </ul>","Сбор и анализ требований. Формализация и документирование требований. Проектирование пользовательских интерфейсов. Постановка задач для разработки. Работа с проектной командой (разработчики...","Опыт работы аналитиком в IT сфере от 2 лет. Аналитический склад ума. Навык постановки задач. Навык планирования: работ по проекту...","Нету",19,"Аналитик","Другое"
553,"frontend разработчик","Казань",75285.71428571429,123333.33333333331,"Ак Барс Банк","2020-11-09T14:09:22+0300","От 1 года до 3 лет","Полная занятость","Гибкий график","<p>Сейчас мы ищем <strong>Frontend разработчика</strong> для создания<strong> </strong>нового инновационного корпоративного портала.</p> <p><strong>Что нужно:</strong></p> <ul> <li>Javascript (ES5, ES6+);</li> <li>React;</li> <li>Redux;</li> <li>HTML5/CSS3;</li> <li>верстка страницы любой сложности. Опыт работы с одним из CSS-препроцессоров, утилит (SASS, Stylus, PostCSS etc);</li> <li>кроссбраузерная адаптивная верстка.</li> </ul> <p><strong>Будет плюсом если знаешь/умеешь:</strong></p> <ul> <li>Vue;</li> <li>Node.js;</li> <li>Meteor;</li> <li>GIT;</li> <li>опыт написания Unit-тестов;</li> <li>agile методологии разработки;</li> <li>собственные проекты на GitHub, активное участие в разработке open-source проектов. Портфолио;</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>проектная работа по договору ГПХ;</li> <li>система мотивации: оклад, который обсуждается индивидуально с каждым кандидатом;</li> <li>профессиональное развитие и обучение - внутренние и внешние профильные мероприятия;</li> <li>физическое развитие (настольный теннис, скидки на занятия в фитнес-центре, футбол).<br /><br />Просим при отклике прикладывать пример кода или ссылку на github / bitbucket.</li> </ul>","Agile методологии разработки.","Javascript (ES5, ES6+). React. Redux. HTML5/CSS3. Верстка страницы любой сложности. Опыт работы с одним...","Нету",19,"Разработчик","Другое"
554,"python разработчик","Набережные Челны",90000.0,140000.0,"АТРАКС ТРЕЙД","2020-11-27T14:12:49+0300","Более 6 лет","Полная занятость","Удаленная работа","<p>Приглашаем в команду Python разработчика на фуллтайм (удалёнка).</p> <p><strong>О нас:</strong><br />Мы предлагаем SaaS решение для автоматизации логистики на предприятиях и на сегодня Атракс один из лидеров рынка. Среди заказчиков как крупные федеральные компании, так и небольшие производства.<br />(Мы не занимаемся разработкой сторонних проектов на заказ.)</p> <p>Проект очень живой, активно развивается и планов огромное количество.<br />Для обеспечения поддержки клиентов есть офис в Набережных Челнах (Татарстан), разработчиков там нет, а вот клиентский отдел и продажники сидят именно там.</p> <p>Команда разработки у нас небольшая. Все работают удаленно, все на виду.<br />Так что если вы ищете уютный междусобойчик, без бюрократии, вам сюда.</p> <p>Legacy есть, но мы с ним боремся. Изначальный 2.7 питон, например, обновили до третьего. И чем больше у нас будет ресурсов в виде светлых голов, тем успешнее будет наша борьба несмотря на размеры проекта.</p> <p>Наши <strong>ожидания от разработчика:</strong></p> <ul> <li>мидл+. Отвлекать ребят на менторство для юниоров возможности нет.</li> <li>знание английского, хотя бы на уровне свободного чтения тех литературы</li> <li>рабочее отношения к документации, сначала документация - только потом гугл и стэковерфлоу</li> <li>использование git должно быть естественным</li> <li>опыт Python/Django от трех лет</li> <li>хорошее понимание реляционных субд (у нас PostrgeSQL). Индексы, транзакции, SQL в обход ORM в порядке вещей. Если Pl/pgSQL, совсем хорошо.</li> <li>желание и понимание необходимости писать тесты</li> <li>умение работать с Docker. Продвинутых навыков Devops-а не ожидаем, но будем очень рады</li> <li>знание javascript приветствуется, фреймворки тоже хорошо (у нас есть vue), но если вы ориентированы только на бэкенд, это не обязательно.</li> </ul> <p>Сейчас нам нужно обеспечить активный рост, так что задач много и для разработчиков, ориентированных только на бэкенд, и для fullstack-специалистов.</p> <p>Очень нужны светлые головы и надежные руки.<br />Зарплата от 90 до 140.<br />График можно согласовать в зависимости от вашего часового пояса и привычек, главное, чтобы он был стабильным и было 2-3 часа пересечения с московским.</p> <p>Меня зовут Катерина, я руковожу разработкой, ставлю задачи. Живу в Казани.<br />Если вам интересно наше предложение, жду резюме и немного общей инфы о себе.</p>","Меня зовут Катерина, я руковожу разработкой, ставлю задачи. Живу в Казани.","Знание английского, хотя бы на уровне свободного чтения тех литературы. Рабочее отношения к документации, сначала документация - только потом гугл и...","Python;Django Framework;PostgreSQL;Git;Английский язык",1,"Разработчик","Разработчик"
555,"ios разработчик","Не указан",95000.0,153333.33333333337,"Аркадия","2020-11-09T14:56:25+0300","От 1 года до 3 лет","Полная занятость","Гибкий график","<p>Мы занимаемся разработкой ПО на заказ — в основном для компаний из США и Западной Европы. Нас около 600 человек, мы работаем в офисах по России, в Минске и удалённо.</p> <p>Мы формируем команду для работы над новым проектом для британского заказчика.Проект представляет собой <em>гибридное e-learning приложение,</em> которое помогает внедрять LEAN (бережливое производство).</p> <p><strong>Мы ожидаем от успешного кандидата:</strong></p> <ul> <li>опыт разработки под iOS (Swift) — от 2 лет;</li> <li> <p>WebKit;</p> </li> <li> <p>JavaScriptCore;</p> </li> <li>английский язык уровня Upper-intermediate и выше.</li> </ul> <p><strong>Будут плюсом:</strong></p> <ul> <li>опыт разработки на Objective-C;</li> <li>опыт разработки гибридных приложений (WKWebViewJavascriptBridge, GCDWebServer);</li> <li>опыт работы со SCORM-совместимым контентом (Adapt V4, SCORM API, xAPI).</li> </ul> <p><strong>Работа в Аркадии — это:</strong></p> <ul> <li>официальное оформление, белая зарплата, отпуск согласно ТК РФ;</li> <li>гибкий график работы, возможность удалённой работы;</li> <li>ДМС со стоматологией, 100% оплата больничных, еженедельный приём врача-терапевта прямо в нашем офисе;</li> <li>возможности профессионального роста;</li> <li>посещение тренингов, конференций, прохождение сертификаций, курсы английского языка в офисе;</li> <li>внутренние семинары по обмену знаниями;</li> <li>работа в современном и комфортном офисе: вело- и автопарковки, душевые, оборудованная столовая, чай, кофе, фрукты, игровой клуб с кикером, пинг-понгом, видео- и настольными играми.</li> <li>корпоративные занятия спортом, командные тимбилдинги;</li> <li>релокационный бонус в размере месячной зарплаты для иногородних кандидатов при переезде.</li> </ul>","Нету","Опыт разработки под iOS (Swift) — от 2 лет. Английский язык уровня Upper-intermediate и выше. Будут плюсом: Опыт разработки на...","iOS;Swift;WebKit;JavaScriptCore;Английский язык",19,"Разработчик","Разработчик"
556,"frontend разработчик","Не указан",77857.14285714286,120714.28571428572,"ICL-КПО ВС","2020-11-09T15:14:21+0300","От 3 до 6 лет","Полная занятость","Полный день","<strong>Обязанности:</strong> <ul> <li>разработка интранет SPA для госструктур;</li> <li>работа в команде разработчиков.</li> </ul> <strong>Требования:</strong> <ul> <li>опыт работы по специальности на коммерческих проектах от 4 лет;</li> <li>владение JavaScript/CSS/HTML, кроссбраузерная адаптивная вёрстка;</li> <li>опыт отладки, оптимизации, профилирования JavaScript-кода;</li> <li>понимание web- протоколов/технологий/стандартов, шаблонов проектирования;</li> <li>понимание принципов современной разработки и ведения проектов (agile, баг-трекеры, wiki, системы контроля версий, CI);</li> <li>умение разбираться с чужим кодом и проводить code review;</li> <li>энергичность и активная жизненная позиция.</li> </ul> <p>Будет плюсом опыт работы с TypeScript и Vue.JS.</p> <strong>Условия:</strong> <ul> <li>уровень зарплаты обсуждается индивидуально и зависит от опыта работы;</li> <li>стабильная выплата заработной платы 2 раза в месяц;</li> <li>дополнительно: премии, 13-я зарплата по результатам работы;</li> <li>официальное трудоустройство, полностью &quot;белая&quot; зарплата;</li> <li>ДМС;</li> <li>профессиональный, карьерный рост;</li> <li>дополнительные выплаты к отпуску и значимым событиям в жизни сотрудников;</li> <li>частичная компенсация и скидки на абонементы в спортивные секции.</li> </ul>","Разработка интранет SPA для госструктур. Работа в команде разработчиков.","Опыт работы по специальности на коммерческих проектах от 4 лет. Владение JavaScript/CSS/HTML, кроссбраузерная адаптивная вёрстка. Опыт отладки, оптимизации...","JavaScript;CSS;HTML",19,"Разработчик","Разработчик"
557,"java разработчик","Не указан",100000.0,150000.0,"ICL-КПО ВС","2020-11-09T15:15:06+0300","Более 6 лет","Полная занятость","Полный день","<strong>Обязанности:</strong> <ul> <li>разработка интранет SPA для государственных структур;</li> <li>анализ требований, оценка и планирование работ по их реализации;</li> <li>контроль качества кода команды;</li> <li>наставничество и сопровождение новых сотрудников;</li> </ul> <strong>Требования:</strong> <ul> <li>опыт работы разработчиком на коммерческих проектах от 6 лет, опыт управления группой от 1 года;</li> <li>опыт разработки, отладки, оптимизации и профилирования Java-кода;</li> <li>владение вёрсткой с использованием HTML5 и CSS3;</li> <li>понимание принципов современной разработки и ведения проектов (agile, баг-трекеры, wiki, системы контроля версий, CI);<br />знание принципов построения пользовательских интерфейсов, основ дизайна, эргономики;</li> <li>умение и желание разбираться с чужим кодом и проводить code review.</li> </ul> <strong>Условия:</strong> <ul> <li>уровень зарплаты обсуждается индивидуально и зависит от опыта работы;</li> <li>стабильная выплата заработной платы 2 раза в месяц;</li> <li>дополнительно: премии, 13-я зарплата по результатам работы;</li> <li>официальное трудоустройство, полностью &quot;белая&quot; зарплата;</li> <li>ДМС;</li> <li>профессиональный, карьерный рост;</li> <li>дополнительные выплаты к отпуску и значимым событиям в жизни сотрудников;</li> <li>частичная компенсация и скидки на абонементы в спортивные секции.</li> </ul>","Разработка интранет SPA для государственных структур. Анализ требований, оценка и планирование работ по их реализации. Контроль качества кода команды. ","Опыт работы разработчиком на коммерческих проектах от 6 лет, опыт управления группой от 1 года. Опыт разработки, отладки, оптимизации и...","CSS;HTML;Java",19,"Разработчик","Разработчик"
558,"ios разработчик","Не указан",95000.0,153333.33333333337,"Центр разработки Orion Innovation (ранее MERA)","2020-11-16T08:00:22+0300","От 3 до 6 лет","Полная занятость","Полный день","<p><strong>О проекте:</strong></p> <p>Разработка POS-решений на платформе iPad</p> <p>Долгосрочный, стабильный проект по развитию и поддержке передовой POS-системы от одного из мировых лидеров в этой области. Заказчик находится в Северной Америке, с несколькими R&amp;D центрами по всему миру. Команда Orion полностью отвечает за все области решения, включая мобильный/веб-интерфейс, серверную часть в облаке, тестирование продукта и DevOps услуги. С помощью нашего POS-решения ежедневно тысячи магазинов обслуживают своих покупателей по всему миру. Приложение успешно используется в крупных розничных и ресторанных сетях, а также адаптируется под нужды других видов бизнеса. POS-решение работает на устройствах iOS/Android и доступно в качестве веб-клиента. В процессе разработки привлекаются новейшие технологии, позволяющие принимать бесконтактные платежи, работать в режиме офлайн и интегрироваться с многочисленными сторонними программными и аппаратными системами.</p> <p><br />В связи с расширением проекта мы ищем опытного iOS специалиста для работы с мобильным front-end POS системы. Вы станете частью команды Orion, ведущей разработку и поддержку iOS приложений в сотрудничестве с лидером по предоставлению POS (Point-Of-Sale) решений на рынках Северной Америки, Европы и Азии. Мы предлагаем работу в долгосрочном и стабильном проекте, интересные задачи (как багфикс, так и девелопмент), возможность профессионального и карьерного роста.</p> <p><strong>Вам предстоит:</strong><br />- разработка, развитие и поддержка мобильных приложений на платформе iOS<br />- активное участие в проектировании архитектуры приложения<br />- оптимизация производительности системы, анализ узких мест и возможных ограничений, рефакторинг приложения<br />- применение инженерных best practices и современных подходов к разработке ПО<br />- работа в интернациональной Agile команде, регулярное общение на английском языке с представителями заказчика и разработчиками из США и Европы</p> <p><strong>Наши ожидания:</strong><br />- знание архитектуры и принципов разработки приложений под iOS;<br />- опыт разработки под iOS;<br />- знание Objective-C, iOS SDK, Apple HIG, UIKit, XML, JSON, SQLite<br />- навык эффективной работы с системой контроля версий (Git)<br />- опыт использования практик: unit testing, code review, continuous integration</p> <p>Приветствуются навыки:<br />- опыт работы в Point of Sale или Payment processing<br />- опыт интеграции стороннего оборудования и сторонних API (REST, SOAP) с iOS приложением<br />- знание С/C++<br />- коммуникабельность, умение и желание работать в команде<br />- самоорганизованность, способность самостоятельной постановки задач и продуктивной работы при минимальном внешнем управлении<br />- опыт принятия архитектурных решений и рефакторинга существующего кода<br />- портфолио работ или ссылки в AppStore на реализованные приложения;</p> <p>Знание иностранных языков:<br />- Письменный английский на уровне свободного чтения и написания документации, переписки с заказчиком<br />- Разговорный английский на уровне не ниже Intermediate для общения с заказчиком и участия в митингах</p> <p><strong>Мы предлагаем:</strong><br />- Работу в одной из крупнейших IT-компаний региона в проектах с мировыми лидерами telecom, automotive, финансовой и других отраслей<br />- Конкурентоспособное вознаграждение и социальный пакет, включая дополнительное медицинское страхование<br />- Комфортные условия труда и современную инфраструктуру (офисы в центральной части города, корпоративный автобус, столовая, бар, медицинский кабинет, места для отдыха)<br />- Дополнительное медицинское страхование<br />- Гибкий график, демократичный стиль управления, дружную команду<br />- Льготное кредитование в крупнейших банках региона, скидки и дисконты в компаниях Нижнего Новгорода<br />- Поддержку здорового образа жизни: тренажерный зал, льготное членство в фитнес-клубах, участие в спортивных мероприятиях<br />- Гибкую систему материального поощрения и материальной помощи<br />- Возможности профессионального обучения и развития<br />- Возможность совмещать работу и учебу</p>","Разработка POS-решений на платформе iPad. Долгосрочный, стабильный проект по развитию и поддержке передовой POS-системы от одного из мировых...","знание архитектуры и принципов разработки приложений под iOS. - опыт разработки под iOS. - знание Objective-C, iOS SDK, Apple HIG, UIKit...","iOS;Git;Objective-C;Agile Project Management;SQLite",12,"Разработчик","Разработчик"
559,"frontend разработчик","Казань",100000.0,150000.0,"Гет Гейн","2020-11-10T01:13:01+0300","От 1 года до 3 лет","Полная занятость","Полный день","<p>Мы занимаемся коммерческой разработкой web / мобильных приложений. Ищем в команду разработчиков, которые:</p> <ul> <li>эффективно работают на результат, не просиживают для галочки;</li> <li>ищут истину в любом вопросе;</li> <li>самодисциплинированны.</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Верстка и программирование веб-приложений на Angular</li> <li>Поддержка и улучшение существующей функциональности</li> <li>Грамотный и умеренный рефакторинг по ходу реализации фич</li> <li>Участие в ежедневных митингах</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт разработки на JS от 2-х лет</li> <li>Опыт работы с Angular</li> <li>Опыт использования State Management tools на проекте (Redux, ngrx/store и т.д.)</li> <li>Уверенное знание Typescript, RxJS</li> <li>Умение адаптивно верстать, использовать SASS</li> </ul> <strong>Условия:</strong> <ul> <li>Гибкий график, возможно удаленная работа</li> <li>Профессиональный рост</li> <li>У тебя будет наставник и Code Review</li> <li>Работа в уютном офисе. Чай / кофе / печеньки / литература</li> <li>ЗП по результатам собеседования</li> </ul>","Верстка и программирование веб-приложений на Angular. Поддержка и улучшение существующей функциональности. Грамотный и умеренный рефакторинг по ходу реализации фич. ","Эффективно работают на результат, не просиживают для галочки. Ищут истину в любом вопросе. Самодисциплинированны. Опыт разработки на JS от 2...","JavaScript;Sass;RxJS;Typescript;Angular3",18,"Разработчик","Разработчик"
560,"data scientist","Не указан",150000.0,300000.0,"NZT Group","2020-11-10T13:18:03+0300","От 1 года до 3 лет","Полная занятость","Полный день","Наша компания занимается разработкой своих внутренних продуктов, на основе ML и Date Science . Ищем крепкого бекендера, желающего продолжать профессионально развиваться и получать новый опыт. Оплачиваем релокационный пакет в Москву.<br /><br /><strong>Обязанности:</strong> <ul> <li>Прототипирование и разработка собственных архитектур нейронных сетей</li> <li>Взаимодействие c командой разработчиков</li> <li>Сбор и анализ статистики</li> </ul> <strong>Требования:</strong> <ul> <li>Глубокие знания в области deep learning, понимание современных архитектур нейронных сетей.</li> <li>Отличные знания как минимум двух библиотек для глубокого обучения, например TensorFlow, Keras, Torch, Theano и др.</li> <li>Хорошие знания классического машинного обучения</li> <li>Английский язык: чтение профессиональной литературы, навык быстрого поиска научных статей по машинному обучению и смежным областям.</li> <li>Хорошие знания математики: теории вероятностей, математической статистики, линейной алгебры, математического анализа</li> <li>Знание Python, тех стек: numpy/scipy/matplotlib/pandas/sklearn/xgboost/lightgbm, знание Pytorch или TensorFlow <strong>будет плюсом</strong></li> <li>Умение работать с большим объемом данных</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Умение писать продакшен-код</li> <li>Опыт игры в покер</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Стабильная заработная плата</li> <li>Офис в центре Москвы</li> <li>График 5/2, гибкий подход к началу рабочего дня</li> <li>Бесплатное обучение с преподавателем data science по вечерам</li> <li>Релокационный пакет в Москву</li> </ul>","Прототипирование и разработка собственных архитектур нейронных сетей. Взаимодействие c командой разработчиков. Сбор и анализ статистики.","Глубокие знания в области deep learning, понимание современных архитектур нейронных сетей. Отличные знания как минимум двух библиотек для глубокого обучения...","Python;Data Mining;Математическая статистика;C++;MATLAB;PyTorch;TensorFlow",18,"Другое","Другое"
561,"middle android разработчик","Не указан",250000.0,300000.0,"NZT Group","2020-11-10T14:11:15+0300","От 1 года до 3 лет","Полная занятость","Полный день","Наша компания занимается разработкой своих внутренних продуктов, на основе ML и Data Science. Ищем андроид разработчика, желающего продолжать профессионально развиваться и получать новый опыт. Оплачиваем релокационный пакет в Москву.<br /><br /><strong>Обязанности:</strong> <ul> <li> <p>Разработка и поддержка мобильного приложения.</p> </li> <li>Внедрение новых фич</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт разработки на Android от 2 лет</li> <li>Хорошее знание архитектуры Android</li> <li>Уверенное знание Kotlin, Android API</li> <li>Опыт написания клиент-серверных приложений</li> <li>Опыт написания unit-тестов</li> <li>Хорошее знание Java и Git</li> <li>Знание архитектурных паттернов</li> </ul> <strong>Условия:</strong> <ul> <li> <p>Обсуждаемый график работы</p> </li> <li>Обучение ML за счет компании</li> <li> <p>Работа в комфортном офисе в центре Москвы в 2-х минутах от метро Краснопресненская, есть бесплатная парковка</p> </li> <li> <p>Молодой коллектив из разработчиков, маркетологов и дизайнеров</p> </li> <li>Профессиональное развитие, включая спонсорство профильных курсов на выбор</li> <li>Релокационный пакет в Москву.</li> </ul>","Разработка и поддержка мобильного приложения. Внедрение новых фич.","Опыт разработки на Android от 2 лет. Хорошее знание архитектуры Android. Уверенное знание Kotlin, Android API. Опыт написания клиент-серверных...","Git;Java;Android;Android SDK;Java SE",18,"Разработчик","Разработчик"
562,"python backend разработчик","Не указан",150000.0,250000.0,"NZT Group","2020-11-10T14:22:26+0300","От 1 года до 3 лет","Полная занятость","Полный день","<p>Мы занимаемся разработкой покерного подсказчика на основе machine learning, нам нужен опытный backend разработчик, который желает построить отказоустойчивую систему. Оплачиваем релокационный пакет в Москву.</p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Проектирование микросервисов, БД, протоколов взаимодействия;</li> <li>Разработка и поддержка бэкенда высоконагруженных веб-приложений на стеке Python, MongoDB, Redis, RabbitMQ;</li> <li>Разработка REST API;</li> <li>Разработка интеграционных решений для внешних API и сервисов;</li> <li>Написание модульных и интеграционных тестов.</li> </ul> <p><strong>Необходимые навыки / понимание:</strong></p> <ul> <li>Опыт разработки на Python (Flask) от 1 года;</li> <li>MongoDB в связке с ODM;</li> <li>Redis;</li> <li>RabbitMQ/Kafka;</li> <li>Git, Docker, Linux;</li> <li>Знания HTTP, Socket;</li> <li>Хорошее понимание разработки конкурентных и многопоточных приложений.</li> </ul> <p><strong>Приветствуется:</strong></p> <ul> <li>Дополнительное знание: Си/C++/Node.js;</li> <li>Опыт работы с PostgreSQL;</li> <li>Опыт high-load проектов.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Гибкое начало рабочего дня;</li> <li>Заработная плата по результатам интервью;</li> <li>Возможность профессионального роста и развития;</li> <li>Релокационный пакет в Москву.</li> </ul> <ul> </ul>","Проектирование микросервисов, БД, протоколов взаимодействия. Разработка и поддержка бэкенда высоконагруженных веб-приложений на стеке Python, MongoDB, Redis, RabbitMQ. ","Опыт разработки на Python (Flask) от 1 года. MongoDB в связке с ODM. Redis. RabbitMQ/Kafka. Git, Docker, Linux. ","Python;MongoDB;Redis;Git;PostgreSQL",18,"Разработчик","Разработчик"
563,"java разработчик","Не указан",100000.0,150000.0,"Star-staff","2020-11-10T15:24:41+0300","От 1 года до 3 лет","Полная занятость","Удаленная работа","<p>Ищем<strong> Java- разработчика </strong>в стартап группы компаний банковского сектора в отдел высоконагруженных платформ. Получилось неплохое комбо: от банка компании досталась стабильность, а от стартапа - гибкость, располагающая атмосфера, отсутствие бюрократии, команда с высокой экспертизой и классный СТО :)</p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка нового backend-функционала;</li> <li>Рефакторинг и оптимизация существующего кода;</li> <li>Разработка программных тестов.</li> </ul> <strong>Требования:</strong> <ul> <li>Уверенное знание Java Core;</li> <li>Умение разбираться в чужом коде и желание работать в команде;</li> <li>Java SE (Spring), Java EE;</li> <li>Знание Java 8;</li> <li>Опыт работы с JDBC БД (Oracle);</li> <li>Умение работать с git, jirа, Maven.</li> </ul> <strong>Условия:</strong> <ul> <li>Удаленная работа 5/2. Начало рабочего дня с 9.00 или 10.00;</li> <li>Официальная заработная плата обсуждается кандидатами во время интервью;</li> <li>Хороший ДМС после года работы и ДМС от несчастных случаев и серьезных заболеваний после испытательного срока;</li> <li>Частичная компенсация фитнеса и английского языка;</li> <li>Льготы на ипотеку и кредитование;</li> <li>Система скидок от компаний-партнеров.</li> </ul>","Разработка нового backend-функционала. Рефакторинг и оптимизация существующего кода. Разработка программных тестов.","Уверенное знание Java Core. Умение разбираться в чужом коде и желание работать в команде. Java SE (Spring), Java EE. ","Spring Framework;Java",18,"Разработчик","Разработчик"
